|11-10-2017 12:12:55:344 |  ***** loginMyVehicles (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 12:14:20:987 |  PASS TS_01 loginMyVehicles MyVehicles CHROME
|11-10-2017 12:14:20:994 | 
|11-10-2017 12:14:20:994 |  ***** checkVIN (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 12:15:05:591 |  PASS TC_002 checkVIN MyVehicles CHROME
|11-10-2017 12:15:10:790 | 
|11-10-2017 12:15:10:791 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 12:16:21:182 |  PASS TS_01 loginOverview Overview CHROME
|11-10-2017 12:16:21:184 | 
|11-10-2017 12:16:21:184 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 12:16:21:646 |  FAIL TC_001 checkSupportLink Overview CHROME
|11-10-2017 12:58:04:743 | 
|11-10-2017 12:58:04:743 |  ***** loginMyVehicles (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 13:01:21:991 |  PASS TS_01 loginMyVehicles MyVehicles IE
|11-10-2017 13:01:21:995 | 
|11-10-2017 13:01:21:995 |  ***** checkVIN (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 13:02:02:734 |  FAIL TC_002 checkVIN MyVehicles IE
|11-10-2017 13:02:03:766 | 
|11-10-2017 13:02:03:767 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 13:04:55:572 | 
|11-10-2017 13:04:55:574 |  ***** loginMyVehicles (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 13:08:04:954 | 
|11-10-2017 13:08:04:955 |  ***** loginMyVehicles (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 13:09:44:826 |  PASS TS_01 loginMyVehicles MyVehicles IE
|11-10-2017 13:09:44:830 | 
|11-10-2017 13:09:44:830 |  ***** checkVIN (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 13:09:46:190 |  PASS TC_002 checkVIN MyVehicles IE
|11-10-2017 13:09:51:230 | 
|11-10-2017 13:09:51:231 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 13:11:10:678 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 13:11:10:679 | 
|11-10-2017 13:11:10:679 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 13:11:10:940 |  FAIL TC_001 checkSupportLink Overview IE
|11-10-2017 14:03:00:747 | 
|11-10-2017 14:03:00:749 |  ***** loginMyVehicles (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 14:04:14:010 |  PASS TS_01 loginMyVehicles MyVehicles IE
|11-10-2017 14:04:14:012 | 
|11-10-2017 14:04:14:012 |  ***** checkVIN (com.rsi.kma.automation.testScripts.Regression.MyVehicles) STARTS ***** 
|11-10-2017 14:04:55:679 |  PASS TC_002 checkVIN MyVehicles IE
|11-10-2017 14:05:00:368 | 
|11-10-2017 14:05:00:368 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:06:54:276 |  FAIL TS_01 loginOverview Overview IE
|11-10-2017 14:06:54:612 |  SKIP TC_001 checkSupportLink Overview IE
|11-10-2017 14:07:39:813 | 
|11-10-2017 14:07:39:814 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:08:57:603 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 14:08:57:606 | 
|11-10-2017 14:08:57:606 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:08:57:838 |  FAIL TC_001 checkSupportLink Overview IE
|11-10-2017 14:09:25:624 | 
|11-10-2017 14:09:25:625 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:10:45:305 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 14:10:45:309 | 
|11-10-2017 14:10:45:310 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:10:45:581 |  FAIL TC_001 checkSupportLink Overview IE
|11-10-2017 14:13:52:855 | 
|11-10-2017 14:13:52:856 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:15:10:354 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 14:15:10:357 | 
|11-10-2017 14:15:10:357 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:22:39:111 | 
|11-10-2017 14:22:39:112 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:23:53:001 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 14:23:53:005 | 
|11-10-2017 14:23:53:005 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:23:53:312 |  FAIL TC_001 checkSupportLink Overview IE
|11-10-2017 14:24:33:505 | 
|11-10-2017 14:24:33:506 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:25:50:965 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 14:25:50:968 | 
|11-10-2017 14:25:50:969 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:26:42:554 | 
|11-10-2017 14:26:42:555 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:28:05:642 |  PASS TS_01 loginOverview Overview IE
|11-10-2017 14:28:05:645 | 
|11-10-2017 14:28:05:645 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:35:21:625 | 
|11-10-2017 14:35:21:626 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:37:18:491 |  PASS TS_01 loginOverview Overview CHROME
|11-10-2017 14:37:18:494 | 
|11-10-2017 14:37:18:495 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:37:18:925 |  FAIL TC_001 checkSupportLink Overview CHROME
|11-10-2017 14:39:43:627 | 
|11-10-2017 14:39:43:628 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:40:15:668 |  PASS TS_01 loginOverview Overview CHROME
|11-10-2017 14:40:15:671 | 
|11-10-2017 14:40:15:671 |  ***** checkSupportLink (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
|11-10-2017 14:40:15:804 |  PASS TC_001 checkSupportLink Overview CHROME
|11-10-2017 14:43:04:438 | 
|11-10-2017 14:43:04:439 |  ***** loginOverview (com.rsi.kma.automation.testScripts.Regression.Overview) STARTS ***** 
